JSON-index,JSON-ID,chan_name,event_time,pass_step1,pass_step2,pass_step3_NN,pass_step3_sig
0,9,CR5- SNR 0dB - #1,25.398438,False,False,False,False
1,13,CR5- SNR 0dB - #1,36.069824,True,False,False,False
2,28,CR5- SNR 0dB - #1,77.730469,True,False,False,False
3,34,CR5- SNR 0dB - #1,96.75,False,False,False,False
4,36,CR5- SNR 0dB - #1,102.382813,False,False,False,False
5,40,CR5- SNR 0dB - #1,115.887207,True,True,False,False
6,46,CR5- SNR 0dB - #2,10.565918,True,False,False,False
7,54,CR5- SNR 0dB - #2,35.177246,False,False,False,False
8,59,CR5- SNR 0dB - #2,50.317871,False,False,False,False
9,68,CR5- SNR 0dB - #2,76.744629,False,False,False,False
10,75,CR5- SNR 0dB - #2,95.904785,False,False,False,False
11,81,CR5- SNR 0dB - #2,113.164063,False,False,False,False
12,100,CR5- SNR 0dB - #3,46.379883,False,False,False,False
13,103,CR5- SNR 0dB - #3,54.240234,False,False,False,False
14,107,CR5- SNR 0dB - #3,67.208496,False,False,False,False
15,118,CR5- SNR 0dB - #3,98.574219,True,False,False,False
16,119,CR5- SNR 0dB - #3,101.65625,False,False,False,False
17,123,CR5- SNR 0dB - #3,113.460449,False,False,False,False
18,132,CR5- SNR 0dB - #4,18.220215,False,False,False,False
19,137,CR5- SNR 0dB - #4,30.90918,False,False,False,False
20,148,CR5- SNR 0dB - #4,63.967773,True,False,False,False
21,160,CR5- SNR 0dB - #4,100.318848,True,False,False,False
22,162,CR5- SNR 0dB - #4,105.586426,False,False,False,False
23,166,CR5- SNR 0dB - #4,116.496582,False,False,False,False
24,171,CR5- SNR 0dB - #5,8.638672,False,False,False,False
25,173,CR5- SNR 0dB - #5,14.281738,False,False,False,False
26,178,CR5- SNR 0dB - #5,30.349609,False,False,False,False
27,179,CR5- SNR 0dB - #5,33.329102,False,False,False,False
28,185,CR5- SNR 0dB - #5,50.710449,False,False,False,False
29,191,CR5- SNR 0dB - #5,68.572754,False,False,False,False
30,212,CR5- SNR 0dB - #6,6.743164,False,False,False,False
31,219,CR5- SNR 0dB - #6,25.674805,False,False,False,False
32,221,CR5- SNR 0dB - #6,31.723145,False,False,False,False
33,228,CR5- SNR 0dB - #6,51.509277,True,True,False,False
34,234,CR5- SNR 0dB - #6,69.831543,False,False,False,False
35,250,CR5- SNR 0dB - #6,116.243164,False,False,False,False
36,253,CR5- SNR 0dB - #7,3.126953,False,False,False,False
37,260,CR5- SNR 0dB - #7,22.961914,False,False,False,False
38,261,CR5- SNR 0dB - #7,26.437012,False,False,False,False
39,270,CR5- SNR 0dB - #7,51.502441,False,False,False,False
40,271,CR5- SNR 0dB - #7,53.856445,True,True,False,False
41,275,CR5- SNR 0dB - #7,66.131348,False,False,False,False
42,311,CR5- SNR 0dB - #8,51.139648,False,False,False,False
43,312,CR5- SNR 0dB - #8,53.51123,False,False,False,False
44,313,CR5- SNR 0dB - #8,56.463867,False,True,False,False
45,316,CR5- SNR 0dB - #8,63.262695,False,False,False,False
46,322,CR5- SNR 0dB - #8,81.710449,False,False,False,False
47,328,CR5- SNR 0dB - #8,99.116211,False,False,False,False
48,346,CR5- SNR 0dB - #9,30.70752,True,False,False,False
49,356,CR5- SNR 0dB - #9,57.647461,False,False,False,False
50,363,CR5- SNR 0dB - #9,77.848633,False,False,False,False
51,371,CR5- SNR 0dB - #9,101.156738,False,False,False,False
52,373,CR5- SNR 0dB - #9,107.347656,False,False,False,False
53,377,CR5- SNR 0dB - #9,119.0,False,False,False,False
54,387,CR5- SNR 0dB - #10,27.791504,False,False,False,False
55,394,CR5- SNR 0dB - #10,46.208496,False,False,False,False
56,397,CR5- SNR 0dB - #10,55.328613,False,False,False,False
57,404,CR5- SNR 0dB - #10,76.168945,False,False,False,False
58,406,CR5- SNR 0dB - #10,81.814453,False,True,False,False
59,416,CR5- SNR 0dB - #10,110.695313,False,False,False,False
60,429,CR5- SNR 0dB - #11,26.045898,False,False,False,False
61,431,CR5- SNR 0dB - #11,31.833984,False,False,False,False
62,434,CR5- SNR 0dB - #11,40.458984,False,False,False,False
63,439,CR5- SNR 0dB - #11,55.528809,False,True,False,False
64,455,CR5- SNR 0dB - #11,103.433594,False,False,False,False
65,458,CR5- SNR 0dB - #11,110.81543,False,True,False,False
66,463,CR5- SNR 0dB - #12,3.416504,False,False,False,False
67,464,CR5- SNR 0dB - #12,6.438965,False,False,False,False
68,478,CR5- SNR 0dB - #12,46.940918,False,False,False,False
69,479,CR5- SNR 0dB - #12,50.070313,False,False,False,False
70,498,CR5- SNR 0dB - #12,104.774902,False,False,True,False
71,503,CR5- SNR 0dB - #12,119.0,False,False,False,False
72,514,CR5- SNR 0dB - #13,32.223145,False,False,False,False
73,520,CR5- SNR 0dB - #13,47.462891,False,False,False,False
74,528,CR5- SNR 0dB - #13,68.589844,True,True,False,False
