JSON-index,JSON-ID,chan_name,event_time,pass_step1,pass_step2,pass_step3_NN,pass_step3_sig
0,10,CR5- SNR 0dB - #1,27.767578,True,True,False,False
1,12,CR5- SNR 0dB - #1,33.30957,False,False,False,False
2,14,CR5- SNR 0dB - #1,38.458496,False,False,False,False
3,17,CR5- SNR 0dB - #1,45.781738,False,False,False,False
4,18,CR5- SNR 0dB - #1,48.856934,False,False,False,False
5,37,CR5- SNR 0dB - #1,105.65918,False,False,False,False
6,45,CR5- SNR 0dB - #2,8.354492,False,False,False,False
7,53,CR5- SNR 0dB - #2,33.056641,False,False,False,False
8,63,CR5- SNR 0dB - #2,61.473145,False,False,False,False
9,64,CR5- SNR 0dB - #2,64.602539,False,False,False,False
10,65,CR5- SNR 0dB - #2,67.918945,False,False,False,False
11,67,CR5- SNR 0dB - #2,73.816895,False,False,False,False
12,86,CR5- SNR 0dB - #3,6.991211,False,False,False,False
13,94,CR5- SNR 0dB - #3,29.222168,False,False,False,False
14,97,CR5- SNR 0dB - #3,37.506348,False,False,False,False
15,105,CR5- SNR 0dB - #3,60.708984,False,False,False,False
16,109,CR5- SNR 0dB - #3,73.5625,False,False,False,False
17,116,CR5- SNR 0dB - #3,92.871094,False,False,False,False
18,131,CR5- SNR 0dB - #4,15.300781,False,False,False,False
19,133,CR5- SNR 0dB - #4,20.614746,False,True,False,False
20,138,CR5- SNR 0dB - #4,34.257813,False,False,False,False
21,144,CR5- SNR 0dB - #4,51.571777,False,False,False,False
22,146,CR5- SNR 0dB - #4,57.743164,False,False,False,False
23,151,CR5- SNR 0dB - #4,72.777344,False,False,False,False
24,172,CR5- SNR 0dB - #5,11.100098,False,False,False,False
25,190,CR5- SNR 0dB - #5,65.492676,True,True,False,False
26,194,CR5- SNR 0dB - #5,77.112305,False,False,False,False
27,198,CR5- SNR 0dB - #5,87.469238,False,False,False,False
28,202,CR5- SNR 0dB - #5,99.490723,False,False,False,False
29,207,CR5- SNR 0dB - #5,114.388672,False,False,False,False
30,213,CR5- SNR 0dB - #6,9.046387,False,False,False,False
31,215,CR5- SNR 0dB - #6,13.478027,False,False,False,False
32,220,CR5- SNR 0dB - #6,29.262207,False,False,False,False
33,235,CR5- SNR 0dB - #6,73.292969,False,True,False,False
34,247,CR5- SNR 0dB - #6,108.017578,False,False,False,False
35,249,CR5- SNR 0dB - #6,113.069824,False,False,False,False
36,268,CR5- SNR 0dB - #7,45.797852,False,False,False,False
37,272,CR5- SNR 0dB - #7,57.100586,True,False,False,False
38,273,CR5- SNR 0dB - #7,60.44873,True,False,False,False
39,282,CR5- SNR 0dB - #7,87.172852,False,False,False,False
40,284,CR5- SNR 0dB - #7,92.721191,False,False,False,False
41,293,CR5- SNR 0dB - #7,119.0,False,False,False,False
42,296,CR5- SNR 0dB - #8,6.768555,False,False,False,False
43,301,CR5- SNR 0dB - #8,23.327637,False,False,False,False
44,319,CR5- SNR 0dB - #8,72.071289,False,False,False,False
45,321,CR5- SNR 0dB - #8,78.86084,False,True,False,False
46,332,CR5- SNR 0dB - #8,110.03418,False,False,False,False
47,334,CR5- SNR 0dB - #8,116.129883,False,False,False,False
48,338,CR5- SNR 0dB - #9,7.157715,False,False,False,False
49,349,CR5- SNR 0dB - #9,37.719727,False,False,False,False
50,353,CR5- SNR 0dB - #9,49.627441,False,False,False,False
51,361,CR5- SNR 0dB - #9,71.125488,False,False,False,False
52,364,CR5- SNR 0dB - #9,80.616211,False,False,False,False
53,368,CR5- SNR 0dB - #9,91.817383,False,False,False,False
54,381,CR5- SNR 0dB - #10,9.719727,False,False,False,False
55,390,CR5- SNR 0dB - #10,35.848145,False,False,False,False
56,399,CR5- SNR 0dB - #10,61.222168,False,False,False,False
57,402,CR5- SNR 0dB - #10,69.540527,False,False,False,False
58,407,CR5- SNR 0dB - #10,84.488281,False,False,False,False
